num_keys,batch_size,max_buffering_duration_secs,max_concurrent_sends,max_messages_in_window,avg_messages_in_window,throughput,total_delivered,total_batches,pending_messages,constraint_violated
2,35,2.0,1,385,234.7,107.3,3220,92,116745,True
3,35,2.0,1,350,198.4,92.2,2765,79,117200,True
5,35,2.0,1,385,223.9,101.5,3045,87,116920,True
10,35,2.0,1,385,224.1,101.5,3045,87,116920,True
20,35,2.0,1,385,224.2,101.5,3045,87,116920,True
1,35,2.0,2,630,442.1,201.8,6055,173,113875,True
2,35,2.0,2,630,442.2,201.8,6055,173,113875,True
3,35,2.0,2,630,405.2,187.8,5635,161,114295,True
5,35,2.0,2,630,425.0,194.8,5845,167,114085,True
10,35,2.0,2,630,425.1,194.8,5845,167,114085,True
20,35,2.0,2,595,420.6,192.5,5775,165,114155,True
1,35,2.0,3,875,622.8,284.7,8540,244,111355,True
2,35,2.0,3,875,622.9,284.7,8540,244,111355,True
3,35,2.0,3,875,579.2,268.3,8050,230,111845,True
5,35,2.0,3,875,620.8,284.7,8540,244,111355,True
10,35,2.0,3,875,619.5,284.7,8540,244,111355,True
20,35,2.0,3,840,620.5,284.7,8540,244,111355,True
1,35,2.0,5,1400,1029.9,472.5,14175,405,105650,True
2,35,2.0,5,1400,1030.1,472.5,14175,405,105650,True
3,35,2.0,5,1330,973.1,450.3,13510,386,106315,True
5,35,2.0,5,1330,1050.4,483.0,14490,414,105335,True
10,35,2.0,5,1330,1046.4,480.7,14420,412,105405,True
20,35,2.0,5,1330,1047.6,479.5,14385,411,105440,True
1,35,2.0,10,2590,2049.1,945.0,28350,810,91300,True
2,35,2.0,10,2590,2049.3,945.0,28350,810,91300,True
3,35,2.0,10,2555,1963.4,905.3,27160,776,92490,True
5,35,2.0,10,2450,2051.7,945.0,28350,810,91300,True
10,35,2.0,10,2415,2050.3,943.8,28315,809,91335,True
20,35,2.0,10,2415,2056.4,942.7,28280,808,91370,True
1,35,3.0,1,385,234.5,107.3,3220,92,116745,True
2,35,3.0,1,385,234.7,107.3,3220,92,116745,True
3,35,3.0,1,350,198.4,92.2,2765,79,117200,True
5,35,3.0,1,385,223.9,101.5,3045,87,116920,True
10,35,3.0,1,385,224.1,101.5,3045,87,116920,True
20,35,3.0,1,385,224.2,101.5,3045,87,116920,True
1,35,3.0,2,630,442.1,201.8,6055,173,113875,True
2,35,3.0,2,630,442.2,201.8,6055,173,113875,True
3,35,3.0,2,630,405.2,187.8,5635,161,114295,True
5,35,3.0,2,630,425.0,194.8,5845,167,114085,True
10,35,3.0,2,630,425.1,194.8,5845,167,114085,True
20,35,3.0,2,595,420.6,192.5,5775,165,114155,True
1,35,3.0,3,875,622.8,284.7,8540,244,111355,True
2,35,3.0,3,875,622.9,284.7,8540,244,111355,True
3,35,3.0,3,875,579.2,268.3,8050,230,111845,True
5,35,3.0,3,875,620.8,284.7,8540,244,111355,True
10,35,3.0,3,875,619.5,284.7,8540,244,111355,True
20,35,3.0,3,840,620.5,284.7,8540,244,111355,True
1,35,3.0,5,1400,1029.9,472.5,14175,405,105650,True
2,35,3.0,5,1400,1030.1,472.5,14175,405,105650,True
3,35,3.0,5,1330,973.1,450.3,13510,386,106315,True
5,35,3.0,5,1330,1050.4,483.0,14490,414,105335,True
10,35,3.0,5,1330,1046.4,480.7,14420,412,105405,True
20,35,3.0,5,1330,1047.6,479.5,14385,411,105440,True
1,35,3.0,10,2590,2049.1,945.0,28350,810,91300,True
2,35,3.0,10,2590,2049.3,945.0,28350,810,91300,True
3,35,3.0,10,2555,1963.4,905.3,27160,776,92490,True
5,35,3.0,10,2450,2051.7,945.0,28350,810,91300,True
10,35,3.0,10,2415,2050.3,943.8,28315,809,91335,True
20,35,3.0,10,2415,2056.4,942.7,28280,808,91370,True
1,35,5.0,1,385,234.5,107.3,3220,92,116745,True
2,35,5.0,1,385,234.7,107.3,3220,92,116745,True
3,35,5.0,1,350,198.4,92.2,2765,79,117200,True
5,35,5.0,1,385,223.9,101.5,3045,87,116920,True
10,35,5.0,1,385,224.1,101.5,3045,87,116920,True
20,35,5.0,1,385,224.2,101.5,3045,87,116920,True
1,35,5.0,2,630,442.1,201.8,6055,173,113875,True
2,35,5.0,2,630,442.2,201.8,6055,173,113875,True
3,35,5.0,2,630,405.2,187.8,5635,161,114295,True
5,35,5.0,2,630,425.0,194.8,5845,167,114085,True
10,35,5.0,2,630,425.1,194.8,5845,167,114085,True
20,35,5.0,2,595,420.6,192.5,5775,165,114155,True
1,35,5.0,3,875,622.8,284.7,8540,244,111355,True
2,35,5.0,3,875,622.9,284.7,8540,244,111355,True
3,35,5.0,3,875,579.2,268.3,8050,230,111845,True
5,35,5.0,3,875,620.8,284.7,8540,244,111355,True
10,35,5.0,3,875,619.5,284.7,8540,244,111355,True
20,35,5.0,3,840,620.5,284.7,8540,244,111355,True
1,35,5.0,5,1400,1029.9,472.5,14175,405,105650,True
2,35,5.0,5,1400,1030.1,472.5,14175,405,105650,True
3,35,5.0,5,1330,973.1,450.3,13510,386,106315,True
5,35,5.0,5,1330,1050.4,483.0,14490,414,105335,True
10,35,5.0,5,1330,1046.4,480.7,14420,412,105405,True
20,35,5.0,5,1330,1047.6,479.5,14385,411,105440,True
1,35,5.0,10,2590,2049.1,945.0,28350,810,91300,True
2,35,5.0,10,2590,2049.3,945.0,28350,810,91300,True
3,35,5.0,10,2555,1963.4,905.3,27160,776,92490,True
5,35,5.0,10,2450,2051.7,945.0,28350,810,91300,True
10,35,5.0,10,2415,2050.3,943.8,28315,809,91335,True
20,35,5.0,10,2415,2056.4,942.7,28280,808,91370,True
1,35,10.0,1,385,234.5,107.3,3220,92,116745,True
2,35,10.0,1,385,234.7,107.3,3220,92,116745,True
3,35,10.0,1,350,198.4,92.2,2765,79,117200,True
5,35,10.0,1,385,223.9,101.5,3045,87,116920,True
10,35,10.0,1,385,224.1,101.5,3045,87,116920,True
20,35,10.0,1,385,224.2,101.5,3045,87,116920,True
1,35,10.0,2,630,442.1,201.8,6055,173,113875,True
2,35,10.0,2,630,442.2,201.8,6055,173,113875,True
3,35,10.0,2,630,405.2,187.8,5635,161,114295,True
5,35,10.0,2,630,425.0,194.8,5845,167,114085,True
10,35,10.0,2,630,425.1,194.8,5845,167,114085,True
20,35,10.0,2,595,420.6,192.5,5775,165,114155,True
1,35,10.0,3,875,622.8,284.7,8540,244,111355,True
2,35,10.0,3,875,622.9,284.7,8540,244,111355,True
3,35,10.0,3,875,579.2,268.3,8050,230,111845,True
5,35,10.0,3,875,620.8,284.7,8540,244,111355,True
10,35,10.0,3,875,619.5,284.7,8540,244,111355,True
20,35,10.0,3,840,620.5,284.7,8540,244,111355,True
1,35,10.0,5,1400,1029.9,472.5,14175,405,105650,True
2,35,10.0,5,1400,1030.1,472.5,14175,405,105650,True
3,35,10.0,5,1330,973.1,450.3,13510,386,106315,True
5,35,10.0,5,1330,1050.4,483.0,14490,414,105335,True
10,35,10.0,5,1330,1046.4,480.7,14420,412,105405,True
20,35,10.0,5,1330,1047.6,479.5,14385,411,105440,True
1,35,10.0,10,2590,2049.1,945.0,28350,810,91300,True
2,35,10.0,10,2590,2049.3,945.0,28350,810,91300,True
3,35,10.0,10,2555,1963.4,905.3,27160,776,92490,True
5,35,10.0,10,2450,2051.7,945.0,28350,810,91300,True
10,35,10.0,10,2415,2050.3,943.8,28315,809,91335,True
20,35,10.0,10,2415,2056.4,942.7,28280,808,91370,True
1,40,0.5,1,440,268.0,122.7,3680,92,116280,True
2,40,0.5,1,440,268.2,122.7,3680,92,116280,True
3,40,0.5,1,400,226.7,105.3,3160,79,116800,True
5,40,0.5,1,440,255.9,116.0,3480,87,116480,True
10,40,0.5,1,440,256.1,116.0,3480,87,116480,True
20,40,0.5,1,440,255.7,116.0,3480,87,116480,True
1,40,0.5,2,720,505.2,230.7,6920,173,113000,True
2,40,0.5,2,720,505.3,230.7,6920,173,113000,True
3,40,0.5,2,720,463.1,214.7,6440,161,113480,True
5,40,0.5,2,720,485.7,222.7,6680,167,113240,True
10,40,0.5,2,720,482.9,221.3,6640,166,113280,True
20,40,0.5,2,720,481.0,220.0,6600,165,113320,True
1,40,0.5,3,1000,711.8,325.3,9760,244,110120,True
2,40,0.5,3,1000,711.9,325.3,9760,244,110120,True
3,40,0.5,3,1000,662.0,306.7,9200,230,110680,True
5,40,0.5,3,1000,709.5,325.3,9760,244,110120,True
10,40,0.5,3,1000,708.2,325.3,9760,244,110120,True
20,40,0.5,3,960,709.4,325.3,9760,244,110120,True
1,40,0.5,5,1600,1177.1,540.0,16200,405,103600,True
2,40,0.5,5,1600,1177.3,540.0,16200,405,103600,True
3,40,0.5,5,1520,1112.3,514.7,15440,386,104360,True
5,40,0.5,5,1520,1194.8,549.3,16480,412,103320,True
10,40,0.5,5,1520,1196.1,548.0,16440,411,103360,True
20,40,0.5,5,1520,1198.1,548.0,16440,411,103360,True
1,40,0.5,10,2960,2342.0,1080.0,32400,810,87200,True
2,40,0.5,10,2960,2342.4,1080.0,32400,810,87200,True
3,40,0.5,10,2920,2244.0,1034.7,31040,776,88560,True
5,40,0.5,10,2800,2342.4,1078.7,32360,809,87240,True
10,40,0.5,10,2760,2343.9,1078.7,32360,809,87240,True
20,40,0.5,10,2800,2345.4,1077.3,32320,808,87280,True
1,40,1.0,1,440,268.0,122.7,3680,92,116280,True
2,40,1.0,1,440,268.2,122.7,3680,92,116280,True
3,40,1.0,1,400,226.7,105.3,3160,79,116800,True
5,40,1.0,1,440,255.9,116.0,3480,87,116480,True
10,40,1.0,1,440,256.1,116.0,3480,87,116480,True
20,40,1.0,1,440,255.7,116.0,3480,87,116480,True
1,40,1.0,2,720,505.2,230.7,6920,173,113000,True
2,40,1.0,2,720,505.3,230.7,6920,173,113000,True
3,40,1.0,2,720,463.1,214.7,6440,161,113480,True
5,40,1.0,2,720,485.7,222.7,6680,167,113240,True
10,40,1.0,2,720,482.9,221.3,6640,166,113280,True
20,40,1.0,2,720,481.0,220.0,6600,165,113320,True
1,40,1.0,3,1000,711.8,325.3,9760,244,110120,True
2,40,1.0,3,1000,711.9,325.3,9760,244,110120,True
3,40,1.0,3,1000,662.0,306.7,9200,230,110680,True
5,40,1.0,3,1000,709.5,325.3,9760,244,110120,True
10,40,1.0,3,1000,708.2,325.3,9760,244,110120,True
20,40,1.0,3,960,709.4,325.3,9760,244,110120,True
1,40,1.0,5,1600,1177.1,540.0,16200,405,103600,True
2,40,1.0,5,1600,1177.3,540.0,16200,405,103600,True
3,40,1.0,5,1520,1112.3,514.7,15440,386,104360,True
5,40,1.0,5,1520,1194.8,549.3,16480,412,103320,True
10,40,1.0,5,1520,1196.1,548.0,16440,411,103360,True
20,40,1.0,5,1520,1198.1,548.0,16440,411,103360,True
1,40,1.0,10,2960,2342.0,1080.0,32400,810,87200,True
2,40,1.0,10,2960,2342.4,1080.0,32400,810,87200,True
3,40,1.0,10,2920,2244.0,1034.7,31040,776,88560,True
5,40,1.0,10,2800,2342.4,1078.7,32360,809,87240,True
10,40,1.0,10,2760,2343.9,1078.7,32360,809,87240,True
20,40,1.0,10,2800,2345.4,1077.3,32320,808,87280,True
1,40,2.0,1,440,268.0,122.7,3680,92,116280,True
2,40,2.0,1,440,268.2,122.7,3680,92,116280,True
3,40,2.0,1,400,226.7,105.3,3160,79,116800,True
5,40,2.0,1,440,255.9,116.0,3480,87,116480,True
10,40,2.0,1,440,256.1,116.0,3480,87,116480,True
20,40,2.0,1,440,255.7,116.0,3480,87,116480,True
1,40,2.0,2,720,505.2,230.7,6920,173,113000,True
2,40,2.0,2,720,505.3,230.7,6920,173,113000,True
3,40,2.0,2,720,463.1,214.7,6440,161,113480,True
5,40,2.0,2,720,485.7,222.7,6680,167,113240,True
10,40,2.0,2,720,482.9,221.3,6640,166,113280,True
20,40,2.0,2,720,481.0,220.0,6600,165,113320,True
1,40,2.0,3,1000,711.8,325.3,9760,244,110120,True
2,40,2.0,3,1000,711.9,325.3,9760,244,110120,True
3,40,2.0,3,1000,662.0,306.7,9200,230,110680,True
5,40,2.0,3,1000,709.5,325.3,9760,244,110120,True
10,40,2.0,3,1000,708.2,325.3,9760,244,110120,True
20,40,2.0,3,960,709.4,325.3,9760,244,110120,True
1,40,2.0,5,1600,1177.1,540.0,16200,405,103600,True
2,40,2.0,5,1600,1177.3,540.0,16200,405,103600,True
3,40,2.0,5,1520,1112.3,514.7,15440,386,104360,True
5,40,2.0,5,1520,1194.8,549.3,16480,412,103320,True
10,40,2.0,5,1520,1196.1,548.0,16440,411,103360,True
20,40,2.0,5,1520,1198.1,548.0,16440,411,103360,True
1,40,2.0,10,2960,2342.0,1080.0,32400,810,87200,True
2,40,2.0,10,2960,2342.4,1080.0,32400,810,87200,True
3,40,2.0,10,2920,2244.0,1034.7,31040,776,88560,True
5,40,2.0,10,2800,2342.4,1078.7,32360,809,87240,True
10,40,2.0,10,2760,2343.9,1078.7,32360,809,87240,True
20,40,2.0,10,2800,2345.4,1077.3,32320,808,87280,True
1,40,3.0,1,440,268.0,122.7,3680,92,116280,True
2,40,3.0,1,440,268.2,122.7,3680,92,116280,True
3,40,3.0,1,400,226.7,105.3,3160,79,116800,True
5,40,3.0,1,440,255.9,116.0,3480,87,116480,True
10,40,3.0,1,440,256.1,116.0,3480,87,116480,True
20,40,3.0,1,440,255.7,116.0,3480,87,116480,True
1,40,3.0,2,720,505.2,230.7,6920,173,113000,True
2,40,3.0,2,720,505.3,230.7,6920,173,113000,True
3,40,3.0,2,720,463.1,214.7,6440,161,113480,True
5,40,3.0,2,720,485.7,222.7,6680,167,113240,True
10,40,3.0,2,720,482.9,221.3,6640,166,113280,True
20,40,3.0,2,720,481.0,220.0,6600,165,113320,True
1,40,3.0,3,1000,711.8,325.3,9760,244,110120,True
2,40,3.0,3,1000,711.9,325.3,9760,244,110120,True
3,40,3.0,3,1000,662.0,306.7,9200,230,110680,True
5,40,3.0,3,1000,709.5,325.3,9760,244,110120,True
10,40,3.0,3,1000,708.2,325.3,9760,244,110120,True
20,40,3.0,3,960,709.4,325.3,9760,244,110120,True
1,40,3.0,5,1600,1177.1,540.0,16200,405,103600,True
2,40,3.0,5,1600,1177.3,540.0,16200,405,103600,True
3,40,3.0,5,1520,1112.3,514.7,15440,386,104360,True
5,40,3.0,5,1520,1194.8,549.3,16480,412,103320,True
10,40,3.0,5,1520,1196.1,548.0,16440,411,103360,True
20,40,3.0,5,1520,1198.1,548.0,16440,411,103360,True
1,40,3.0,10,2960,2342.0,1080.0,32400,810,87200,True
2,40,3.0,10,2960,2342.4,1080.0,32400,810,87200,True
3,40,3.0,10,2920,2244.0,1034.7,31040,776,88560,True
5,40,3.0,10,2800,2342.4,1078.7,32360,809,87240,True
10,40,3.0,10,2760,2343.9,1078.7,32360,809,87240,True
20,40,3.0,10,2800,2345.4,1077.3,32320,808,87280,True
1,40,5.0,1,440,268.0,122.7,3680,92,116280,True
2,40,5.0,1,440,268.2,122.7,3680,92,116280,True
3,40,5.0,1,400,226.7,105.3,3160,79,116800,True
5,40,5.0,1,440,255.9,116.0,3480,87,116480,True
10,40,5.0,1,440,256.1,116.0,3480,87,116480,True
20,40,5.0,1,440,255.7,116.0,3480,87,116480,True
1,40,5.0,2,720,505.2,230.7,6920,173,113000,True
2,40,5.0,2,720,505.3,230.7,6920,173,113000,True
3,40,5.0,2,720,463.1,214.7,6440,161,113480,True
5,40,5.0,2,720,485.7,222.7,6680,167,113240,True
10,40,5.0,2,720,482.9,221.3,6640,166,113280,True
20,40,5.0,2,720,481.0,220.0,6600,165,113320,True
1,40,5.0,3,1000,711.8,325.3,9760,244,110120,True
2,40,5.0,3,1000,711.9,325.3,9760,244,110120,True
3,40,5.0,3,1000,662.0,306.7,9200,230,110680,True
5,40,5.0,3,1000,709.5,325.3,9760,244,110120,True
10,40,5.0,3,1000,708.2,325.3,9760,244,110120,True
20,40,5.0,3,960,709.4,325.3,9760,244,110120,True
1,40,5.0,5,1600,1177.1,540.0,16200,405,103600,True
2,40,5.0,5,1600,1177.3,540.0,16200,405,103600,True
3,40,5.0,5,1520,1112.3,514.7,15440,386,104360,True
5,40,5.0,5,1520,1194.8,549.3,16480,412,103320,True
10,40,5.0,5,1520,1196.1,548.0,16440,411,103360,True
20,40,5.0,5,1520,1198.1,548.0,16440,411,103360,True
1,40,5.0,10,2960,2342.0,1080.0,32400,810,87200,True
2,40,5.0,10,2960,2342.4,1080.0,32400,810,87200,True
3,40,5.0,10,2920,2244.0,1034.7,31040,776,88560,True
5,40,5.0,10,2800,2342.4,1078.7,32360,809,87240,True
10,40,5.0,10,2760,2343.9,1078.7,32360,809,87240,True
20,40,5.0,10,2800,2345.4,1077.3,32320,808,87280,True
1,40,10.0,1,440,268.0,122.7,3680,92,116280,True
2,40,10.0,1,440,268.2,122.7,3680,92,116280,True
3,40,10.0,1,400,226.7,105.3,3160,79,116800,True
5,40,10.0,1,440,255.9,116.0,3480,87,116480,True
10,40,10.0,1,440,256.1,116.0,3480,87,116480,True
20,40,10.0,1,440,255.7,116.0,3480,87,116480,True
1,40,10.0,2,720,505.2,230.7,6920,173,113000,True
2,40,10.0,2,720,505.3,230.7,6920,173,113000,True
3,40,10.0,2,720,463.1,214.7,6440,161,113480,True
5,40,10.0,2,720,485.7,222.7,6680,167,113240,True
10,40,10.0,2,720,482.9,221.3,6640,166,113280,True
20,40,10.0,2,720,481.0,220.0,6600,165,113320,True
1,40,10.0,3,1000,711.8,325.3,9760,244,110120,True
2,40,10.0,3,1000,711.9,325.3,9760,244,110120,True
3,40,10.0,3,1000,662.0,306.7,9200,230,110680,True
5,40,10.0,3,1000,709.5,325.3,9760,244,110120,True
10,40,10.0,3,1000,708.2,325.3,9760,244,110120,True
20,40,10.0,3,960,709.4,325.3,9760,244,110120,True
1,40,10.0,5,1600,1177.1,540.0,16200,405,103600,True
2,40,10.0,5,1600,1177.3,540.0,16200,405,103600,True
3,40,10.0,5,1520,1112.3,514.7,15440,386,104360,True
5,40,10.0,5,1520,1194.8,549.3,16480,412,103320,True
10,40,10.0,5,1520,1196.1,548.0,16440,411,103360,True
20,40,10.0,5,1520,1198.1,548.0,16440,411,103360,True
1,40,10.0,10,2960,2342.0,1080.0,32400,810,87200,True
2,40,10.0,10,2960,2342.4,1080.0,32400,810,87200,True
3,40,10.0,10,2920,2244.0,1034.7,31040,776,88560,True
5,40,10.0,10,2800,2342.4,1078.7,32360,809,87240,True
10,40,10.0,10,2760,2343.9,1078.7,32360,809,87240,True
20,40,10.0,10,2800,2345.4,1077.3,32320,808,87280,True
